image_path,medicine_name,split
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55154-4233_0_1.jpg,3e8e3b1958cc4fa4d7e5ccc859b4ba929803344bbf539ff70e1177d3,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\29300-113_0_1.jpg,64e5a0d5e4d56c42d25593d4fb318460c93ca264297ae692a514d778,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\909.jpg,68180-0501-01_08240460,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00054-4728-25_PART_1_OF_1_CHAL10_SB_8723C3EE.jpg,00054-4728-25_8723C3EE,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\904.jpg,00093-7178-01_D329E9CF,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\845.jpg,53746-0190-05_CD1D66AB,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0591-3762_0_1.jpg,92c9eebd8c5363e5c65e66c3b931133d495aab92e0c1868babd707a5,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55289-280_0_0.jpg,0f5cb5bb4abedae1c1c21c52028b768b7dc7db43065d95d3dbb8d677,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68645-405_0_0.jpg,2d30924ebb9521ef4d77fd48c0f0e4d6a3bf5f8635a6f12966cc17a8,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1759.jpg,00093-7465-98_761DBB6D,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\499.jpg,49230-0640-21_C81C6413,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2074.jpg,63459-0402-30_AB2D559A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0200_0_1.jpg,743507a6435b97d2a488d9671e689806208216984fb4b8e3facb8ffb,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3975.jpg,00555-9012-58_7A2FBD4D,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4911.jpg,00456-1420-30_44132249,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1682.jpg,00093-5062-05_942D4A5A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\43547-347_0_0.jpg,3869fc70abca90fe3a10ca1f3787d56ec39389bf890a6baaa1b719d9,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-738_0_0.jpg,f8ac1bf76204ee9084969a3b3088ce65e2c9449d48b052c40b48a09f,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63629-4728_0_0.jpg,df22cd0a23c45bb53829c6c9c6193de63e1d8ddf12bb240c40b4f546,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3165.jpg,59762-5011-01_1D230EC8,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1866.jpg,51285-0691-02_5F2F2F89,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7238-98_PART_1_OF_1_CHAL10_SF_731DB9BD.jpg,00093-7238-98_731DB9BD,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4510.jpg,00093-0321-01_902B486A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\52125-906_0_0.jpg,76bc518183fb9cb6faeabd656786af4c5d51f0c8f1e1abe0dcb8588a,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0555-0775_0_1.jpg,e79dabe02e1b55f8bbc0f3521914362e4f375e9919c454d7e4733337,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\45865-432_0_1.jpg,f2df116022e7d8d490d478dcc5ca42d79120271d5a15e685c5897a36,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50268-599_0_1.jpg,5a8f4b21d0a15704db225551fb2c26baecbad081d8bc46719e950f25,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63459-542_0_1.jpg,f4284772fce3a64b2e5191de19bf525309529868bb1f11bb3b8ddb7a,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0054-0021_0_0.jpg,1f1bace83752d742af5193f074600cea5976f2cf4e5d52fefb76f421,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2485.jpg,00093-5256-68_15268A84,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42291-833_0_0.jpg,22c3169ae5b8af1b961ca2722c71c3656c225a008e78aeec3aaa1372,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2652.jpg,63459-0416-30_8F2D47EA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4213.jpg,00378-1819-01_3F239FBC,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-9269_0_0.jpg,dc0b2502b0e759f45eebda80259efce97af36cc381db04862c3e8765,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-6761_0_1.jpg,aef6d611e4a00b5cb387d61a00127740f500cca6d82b046bb393df23,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63629-5219_0_1.jpg,571fffc440c2f097b7488d5c804a59adba02e4a89abd1acb0c2df0f6,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1536.jpg,00078-0360-34_F015780B,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\66116-518_0_0.jpg,249406eb7b61a0da31a105fa39ebcc503f84afb0b2ecacf1ccc87f71,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7286-89_PART_1_OF_1_CHAL10_SF_D62FEB6F.jpg,00093-7286-89_D62FEB6F,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-203_0_1.jpg,cf70ffdc711e88ccf7e3c177777005aef52e2edf9b102d2db66d054d,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7795-06_PART_1_OF_1_CHAL10_SF_A727D3CE.jpg,00093-7795-06_A727D3CE,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0781-5554_0_1.jpg,f95241cd50115887da6e4f1144700d404a6f3996ee4702c42aa35353,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3047.jpg,00378-2650-01_5626AB55,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0868_0_1.jpg,c22f884ae8fbe2bb90609ac12d1a2e3195aaefe78a3fa8122408f73a,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0781-5914_0_0.jpg,ea3d645d267631a9b21195d55b8fe5e88caae7ddd1c0169b73b4af43,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0781-5914_0_1.jpg,ea3d645d267631a9b21195d55b8fe5e88caae7ddd1c0169b73b4af43,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4551.jpg,00781-2054-01_A30ED1E6,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\51079-190_0_0.jpg,7a7f399440ab5b06842ba406120b48114a766161ae8438027a31d512,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61786-843_0_0.jpg,6ffd63e4192e304e75bd41cd67b409e30682c857b3b73a87cfe3844d,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0781-2822_0_1.jpg,f7f27d017da9cee993c98ca8f1726ccec2b3550a5f3445c6cf5a17a7,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\278.jpg,00378-1110-01_15210A88,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\524.jpg,51285-0697-02_8E2F475A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0781-5627_0_0.jpg,4e86b254ee95013eb5b7a9b54d46f0f85e61f7cd0c542978acb27122,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\51655-190_0_0.jpg,8bb66f1b1a5c68d58f801af02deb40b11dc1e55039406a4809a363f9,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3335.jpg,00093-0308-01_342B1A18,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1683.jpg,00555-0834-02_932F49CA,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-8025_0_1.jpg,153f01a46b9beb3e280eb514e55189a7107c9031dd71740986f0c118,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1581.jpg,55111-0268-30_C422E227,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00555-1020-01_PART_1_OF_1_CHAL10_SB_D02B687B.jpg,00555-1020-01_D02B687B,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-503_0_0.jpg,43bef0dee0ff8a3141876441a3af141ca2391e0d324836e555e7aedc,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\58118-0163_0_1.jpg,02e2900c7a8fafedc33d8f7e0010cffa78d6b3abb3caa8793773a8c1,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49999-100_0_1.jpg,56e5d942b7ef28f5f8a42bf989b2dd9503a22ea686f2daf314471183,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55700-334_0_1.jpg,4445df72ce9133bdccc4a29c551beb5a24e345c54af554c438e876fa,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50268-622_0_0.jpg,ec5d0e2e0d92738d2c41ec829b107d74ecb337b9356d07d59c228a77,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4349.jpg,00378-1010-01_072103C8,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00591-5788-01_PART_1_OF_1_CHAL10_SF_C51FE2DF.jpg,00591-5788-01_C51FE2DF,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0591-2880_0_0.jpg,659788f3dd809deb65d033712100799db5bd5a9d3da9006e347646af,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\618.jpg,00093-5036-01_122D0978,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\47781-730_0_1.jpg,508b1a573a52ba4c7629d3b73bc634a649d6f7e4dadebeae26a6f7ab,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0555-0701_0_0.jpg,62f82aefd5da7dbb1e5937f9a01a1711fa7c380c1792a50cba26835d,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00172-4097-60_PART_1_OF_1_CHAL10_SF_532329F9.jpg,00172-4097-60_532329F9,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\24236-313_0_1.jpg,3e67a2c949c6dd68812010bd38ca60fea33eb1e533747e2635c97752,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2353.jpg,00093-5505-56_F426FA17,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\47335-0580-81_PART_1_OF_1_CHAL10_SB_7212B945.jpg,47335-0580-81_7212B945,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3287.jpg,00555-0302-02_E22B717B,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55154-7230_0_0.jpg,9377e173db71b273c6714b5bbeb2dcd411baf3ad56783c7accbbea7c,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1491.jpg,00093-5852-01_512BA8FD,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\904.jpg,00093-7178-01_D329E9CF,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\76237-302_0_0.jpg,c89bf1d49f51be9568925b32237d478a1f8e16985dbf836178cf750a,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\990.jpg,00093-7180-01_482BA47D,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\47781-108_0_1.jpg,025aa217bd0071ec1818b864f22cb57fcfebb212e6af8bbbfcdf30e3,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-612_0_0.jpg,c4c276a9f3ba2ee78d4d866305d9af17995e389a5ac491c83d532540,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00378-3857-77_PART_1_OF_1_CHAL10_SB_FD1C7EE3.jpg,00378-3857-77_FD1C7EE3,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4457.jpg,59762-2858-01_00200070,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55154-3581_0_0.jpg,39b3eca4e3bc4fbcc415769e853346625b08c3a4b4eedc16b46721af,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0591-4012_0_1.jpg,5e6e0d431b96e87377ccab6d91e78dae2e48f4d5b35ceb257de32697,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-5295_0_1.jpg,c8ef0e4e44bc85eb1fb018100cc8f784f6496caf1178eb9c3ef421ce,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4314.jpg,00555-0882-02_9B304DA2,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0115-0533_0_1.jpg,25c9b21832f7a604fc6a7ac23acc03dd57a249edd6014042ac809d61,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3569.jpg,00781-5186-01_7A23BD5D,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2159.jpg,00078-0359-34_EC15765B,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61919-838_0_1.jpg,a4b7431821e306296c5adc23d3808c852a0553f5faccf706dddeadaa,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1317.jpg,68968-3500-01_581E2C71,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0319-01_PART_1_OF_1_CHAL10_SB_792B3CF9.jpg,00093-0319-01_792B3CF9,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68151-4718_0_1.jpg,50f06d0911185d4e1e78dd4030e863aa1dd1df7b39d3aefd4983c495,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00555-9010-58_PART_1_OF_2_CHAL10_SF_372F9B8C.jpg,00555-9010-58_372F9B8C,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3517.jpg,00093-0132-01_15298A8C,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7295-01_PART_1_OF_1_CHAL10_SF_31281890.jpg,00093-7295-01_31281890,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\712.jpg,00093-2055-06_B12B588A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50436-6409_0_1.jpg,a05a311e5e140b3ff42b0d880adc687ebd31bde44c720e0c9a101476,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\59746-115_0_1.jpg,94d8635b0d610588b82a42c2bd214b9603e6743b773b90b96ec0e5e5,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55289-379_0_1.jpg,ca6580cf0623c2a725cacc1e58f9e138b7c9caccf17a1dbb4c32012b,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\652.jpg,00093-5290-56_21281080,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63739-126_0_1.jpg,7d1d1a579fc0689eb3e713e344664b4288df2581a691af7f4613c942,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3718.jpg,00172-4366-60_7F26BFF5,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3163.jpg,00172-2907-60_AA26D556,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2678.jpg,00093-3167-53_F7267B83,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\69097-223_0_0.jpg,026e5561b0cc97deae182af7684a31e3606ca1b4903a924f398e1985,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0321-01_PART_1_OF_1_CHAL10_SF_902B486A.jpg,00093-0321-01_902B486A,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0046-1102_0_1.jpg,bd4d2110690ff25b02210d1882d02798429c69c2992a9ef932a19208,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68151-4021_0_1.jpg,4ae9f991034458beda63babbc4aac7db8c274e1305b9674d5ed02422,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63629-5424_0_1.jpg,d4f26c785bf2c65a7d1b0c5fc8ee54e94ddf27d3cd421a84d4ac855e,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1186.jpg,65862-0537-50_3A1B9D5C,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0912_0_1.jpg,8002a3ee9e1c342a10cb608ceb49196c85c3d621d42faafdebe57f67,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\10370-536_0_0.jpg,c4d527430054482dff225baab903270a4efef993645e3636a106785e,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-0840_0_1.jpg,913983863362d7a37010bf416c17294bffc1afcfba57ccd5630420f9,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\51655-610_0_0.jpg,40ca3e0797291faf64941c7e68763e16f46e3aff869b91e6ea7bd05f,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2949.jpg,00037-2250-10_BD1D5EFA,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-0018_0_0.jpg,030d2198790e4cfad6263958648f1994b5d318765d73751eda208762,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\67046-640_0_1.jpg,f27226cf22ca6b1a6d9c5a5b38d29e05c803172e5c64c1f698d625c2,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7604_0_0.jpg,61fa9b5d923ff3f3e40a35f90701e475b86dd58d2e89b5d63d6c89cd,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4777.jpg,00555-9016-58_4D2FA69D,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0025-1021_0_1.jpg,4b23c4642eb07a9a380a4ca8b713c2eb6e2ce0da22e2b17e75889764,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4310.jpg,00555-9010-58_372F9B8C,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4741.jpg,00093-7156-56_DF27EF8F,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4352.jpg,00093-7242-06_76293B69,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1549.jpg,00310-0282-60_0F1C87E4,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42806-056_0_0.jpg,6448bc9f340984508a53099c3523356270e36eff1dfee39df5ff3477,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2625.jpg,00173-0565-04_461DA30D,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1550.jpg,41616-0636-83_1A240D60,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68180-568_0_0.jpg,1582592bf8959df801e5b4aa41620e4c7493382b7763689288165159,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\65862-524_0_1.jpg,e386eef96c21bec6e598fc1261996b7f45c76bccdf3be59c048bdc51,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4322.jpg,51285-0424-10_562F2B09,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\6.jpg,00603-3079-21_F4267A63,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0378-3066_0_1.jpg,9e1b0430f00fed2f0049e5090efff000796b0ca8197155a77f032e48,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\76439-302_0_1.jpg,fb619636920cb13363e4aa0f80d99230bb0497205017717a434cc978,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42847-106_0_0.jpg,f49ae4a7427650e04d84c4aad5d6d429c444a0bbf4414096e1eae37f,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0228-2497_0_0.jpg,0661df2d01468ce18cef6a8bdd3b34eb0ac56bbbd68ef38626b14f72,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-4652_0_1.jpg,1d9fe287409600288d386da189c212a26b4ab764e40668bdb81f7336,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\43547-271_0_1.jpg,6b1c1287c86495d9f6ce86b319ef4669e6eb356ebdadf010ce4fa4c4,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\849.jpg,00555-9008-67_292F949C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0179-0169_0_0.jpg,92eed4cba95401aa3ba87f7fa62ede911d447643eb3cbd19240d0f39,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00555-0635-09_PART_1_OF_1_CHAL10_SF_92304922.jpg,00555-0635-09_92304922,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\16110-502_0_0.jpg,0510cc636b1acb45b4ac29f101f65152a06f82510dc0c0980027761b,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0155-06_PART_1_OF_1_CHAL10_SF_BA295D5A.jpg,00093-0155-06_BA295D5A,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2313.jpg,00186-1092-05_191D8CEC,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2045.jpg,00555-0484-01_092B84CC,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-5379_0_1.jpg,2897b6da30c777e8d9470f2fed48194343395436f84f19fae1f21ab3,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0185-0550_0_1.jpg,61cdcb16607974d229e128a4ea511e2fa64f9d8a47b91d9d143b7ce4,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\23.jpg,00093-7370-01_F026F807,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49999-740_0_0.jpg,e7cfd1bc07bc3d5e02eaec64b1736949cd07f9b11d1d9bda0938d592,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0179-0058_0_1.jpg,bfb428f20bb8c6289adfc98538e488e9aa9f313947b657ee9d82f68a,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60505-3673_0_1.jpg,ed49778e784fa8489fdef6527f414f694757b69af857190a7a356b6f,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-5064_0_1.jpg,df2aea5b80ff5edc17075bd0881663ff6c62e5467edc1db269fd43ec,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-013_0_0.jpg,7da3af1bac20823dc226a1eb3a6ceac81546d1048438483fe19df477,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\65862-0054-30_PART_1_OF_1_CHAL10_SB_C12160FB.jpg,65862-0054-30_C12160FB,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\66336-094_0_1.jpg,ad54c96167951acd9ad89425bccbfedb036b61e137c4d4b05712f789,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1413.jpg,00093-4237-01_2B2D958C,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4208.jpg,63304-0579-01_5D26AEB5,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61786-201_0_1.jpg,85a596ccde5b75e4f3bb936815f038ae3694ad411ea75dfd978eda15,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0078-0352_0_0.jpg,093908ba3e0cecfa673c31b6a2f7116d20b0d957bd29c159c616b5de,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0228-2780_0_0.jpg,82bfdc36ba38d5595ba514e762d3d96b405d2ef140ed1f0247472979,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\16714-331_0_1.jpg,814e4b5ecd33235c28b0c649b57fc26eb49e2cc732e4c85d712c4052,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-2046-56_PART_1_OF_1_CHAL10_SB_EE29773B.jpg,00093-2046-56_EE29773B,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\66267-078_0_0.jpg,08877aaf69a4a7c498c34a611b353612de91417a9ae158e10bcb690c,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-9993_0_0.jpg,ce88898a063ebd4eecaf88956e1afd629555098350679a475db66e85,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00832-1080-00_PART_1_OF_1_CHAL10_SB_C0266053.jpg,00832-1080-00_C0266053,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\51655-641_0_1.jpg,96e8869e3f2caf49c27326724090e164e4cfa1855f186ad6c0dec139,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42549-512_0_0.jpg,9d0bb3a1cca8da5c3f2b7ce83925e3d1bc8bb11f28c522083d4ff434,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\16590-076_0_1.jpg,1f75a36e8dd5ec785599fa6ed86e7dd9d95816b62da50c7825d6039d,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63629-5279_0_1.jpg,c069067b3f52ccc881286348c64c473b6331c950ecafa89ef2290a4e,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1780.jpg,00172-4365-60_1C280E70,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4912.jpg,00093-0076-01_B722DB96,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\440.jpg,00093-7220-06_692934D9,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\33261-852_0_1.jpg,7f8867d4d6bea827f15f11bf3e65670ff05e6d971b121140bbc4143b,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0135-01_PART_1_OF_1_CHAL10_SB_D32169FB.jpg,00093-0135-01_D32169FB,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3881.jpg,00093-0778-01_4D2926C9,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1448.jpg,65580-0302-03_04128254,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00555-0833-02_PART_1_OF_1_CHAL10_SF_C12F60DB.jpg,00555-0833-02_C12F60DB,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1425.jpg,00003-4222-16_F215F93F,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60505-3848_0_1.jpg,14e7e5588df36268df220e8eea0008fcf80efe35185e8fe9f663aa3f,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-5711-01_PART_1_OF_1_CHAL10_SB_3A2B9D5C.jpg,00093-5711-01_3A2B9D5C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63304-479_0_1.jpg,2d374e12a9699811e826af5026e63b8bd4638eea62b98a0331276886,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7977_0_1.jpg,6f0bf72b3ce223aaa8461cfd49ec1b7644e7c8b97906f19ad6cd8076,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\862.jpg,00172-5032-60_002D0078,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00143-1257-01_PART_1_OF_1_CHAL10_SB_FD22FEA7.jpg,00143-1257-01_FD22FEA7,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\16729-094_0_1.jpg,63e51ea7caa622ee7d353deeac3c3e1f64c2c348f1c67b65446c4ff5,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\33261-648_0_0.jpg,7caa64115961635e24c2e0af1a629c53c10d00841b123874359459aa,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\16714-391_0_0.jpg,8054e9fe3570b69cf910f63ec0e9dd35734b251d55861fe83ce5debc,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-6071_0_0.jpg,273beba5d138726d8f7cdb6701494a4f0b7b8a8673b38d29319b442d,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1770.jpg,00093-7436-01_8D3046B2,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\24.jpg,00093-7364-98_AC305672,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\596.jpg,00074-9189-90_DF1DEFBF,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\405.jpg,00056-0188-70_9B134DFA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1124.jpg,00093-1077-01_60293059,train
