image_path,medicine_name,generic_name,rxstring,rxcui,product_code,ndc9,size,shape,score,imprint,color,strength,ingredients,dosage_form,author,image_source,source_image,identity_label,split
data\public\pillbox\images\001855400.jpg,lisinopril 5 MG Oral Tablet,lisinopril,lisinopril 5 MG Oral Tablet,311354,0185-5400,001855400,8,OVAL,2,E54,PINK,LISINOPRIL 5 mg,LISINOPRIL[LISINOPRIL ANHYDROUS],C42998,"Eon Labs, Inc.",NLM,001855400.jpg,0185-5400,val
data\public\pillbox\images\000540118.jpg,ropinirole 1 MG Oral Tablet,Ropinirole,ropinirole 1 MG Oral Tablet,314208,0054-0118,000540118,1,ROUND,1,54;751,GREEN,ROPINIROLE HYDROCHLORIDE 1 mg,ROPINIROLE HYDROCHLORIDE[ROPINIROLE],C42998,West-Ward Pharmaceuticals Corp.,NLM,000540118.jpg,0054-0118,val
data\public\pillbox\images\007811764.jpg,imipramine hydrochloride 25 MG Oral Tablet,Imipramine Hydrochloride,imipramine hydrochloride 25 MG Oral Tablet,835564,0781-1764,007811764,6,ROUND,1,GG;47,BROWN,IMIPRAMINE HYDROCHLORIDE 25 mg,IMIPRAMINE HYDROCHLORIDE[IMIPRAMINE],C42931,Sandoz Inc,NLM,007811764.jpg,0781-1764,train
data\public\pillbox\images\000710222.jpg,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic],ACCURETIC,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuretic],809854,0071-0222,000710222,10,OVAL,2,PD;222,PINK,QUINAPRIL HYDROCHLORIDE 10 mg;HYDROCHLOROTHIAZIDE 12.5 mg,QUINAPRIL HYDROCHLORIDE[QUINAPRILAT];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42931,Parke-Davis Div of Pfizer Inc,NLM,000710222.jpg,0071-0222,train
data\public\pillbox\images\604290199.jpg,verapamil hydrochloride 240 MG Extended Release Oral Tablet,Verapamil Hydrochloride,verapamil hydrochloride 240 MG Extended Release Oral Tablet,897649,60429-199,604290199,18,OVAL,2,M;411,BLUE,VERAPAMIL HYDROCHLORIDE 240 mg,VERAPAMIL HYDROCHLORIDE[VERAPAMIL],C42930,"Golden State Medical Supply, Inc.",NLM,604290199.jpg,60429-199,train
data\public\pillbox\images\8e98ee4c-24e1-88ce-e053-2a95a90a6713.jpg,nadolol 40 MG Oral Tablet,Nadolol,nadolol 40 MG Oral Tablet,198007,60687-313,606870313,9,ROUND,2,IG;348,YELLOW,NADOLOL 40 mg,NADOLOL[NADOLOL],C42998,American Health Packaging,SPL,8e98ee4c-24e1-88ce-e053-2a95a90a6713.jpg,60687-313,train
data\public\pillbox\images\00173-0778-61_EC19764B.jpg,{7 (lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 25 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Orange Patient Titration Kit (For Patients Not Taking Enzyme-Inducing Drugs or Valproate)],LAMICTAL,{7 (lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 25 MG Disintegrating Oral Tablet [Lamictal]) / 14 (lamotrigine 50 MG Disintegrating Oral Tablet [Lamictal]) } Pack [Lamictal ODT Orange Patient Titration Kit (For Patients Not Taking Enzyme-Inducing Drugs or Valproate)],851751,0173-0778,001730778,9,ROUND,1,LMT;50,WHITE,LAMOTRIGINE 50 mg,LAMOTRIGINE[LAMOTRIGINE],C42999,GlaxoSmithKline LLC,NLM,00173-0778-61_EC19764B.jpg,0173-0778,train
data\public\pillbox\images\001155511.jpg,fenofibrate 54 MG Oral Tablet,FENOFIBRATE,fenofibrate 54 MG Oral Tablet,351133,0115-5511,001155511,9,OVAL,1,G;351,YELLOW,FENOFIBRATE 54 mg,FENOFIBRATE[FENOFIBRIC ACID],C42998,Amneal Pharmaceuticals of New York LLC,NLM,001155511.jpg,0115-5511,val
data\public\pillbox\images\003782099.jpg,24 HR nisoldipine 34 MG Extended Release Oral Tablet,Nisoldipine,24 HR nisoldipine 34 MG Extended Release Oral Tablet,763589,0378-2099,003782099,10,ROUND,1,M;NE;34,ORANGE,NISOLDIPINE 34 mg,NISOLDIPINE[NISOLDIPINE],C42930,Mylan Pharmaceuticals Inc.,NLM,003782099.jpg,0378-2099,train
data\public\pillbox\images\00172-4097-60.jpg,Baclofen 20 MG Oral Tablet,Baclofen,Baclofen 20 MG Oral Tablet,197392,55154-7563,551547563,11,ROUND,2,4097;TV,WHITE,BACLOFEN 20 mg,BACLOFEN[BACLOFEN],C42998,Cardinal Health,NLM,00172-4097-60.jpg,55154-7563,train
data\public\pillbox\images\00007-4142-20_F718FBA7.jpg,carvedilol 25 MG Oral Tablet [Coreg],COREG,carvedilol 25 MG Oral Tablet [Coreg],212390,0007-4142,000074142,14,OVAL,1,4142;SB,WHITE,CARVEDILOL 25 mg,CARVEDILOL[CARVEDILOL],C42931,GlaxoSmithKline LLC,NLM,00007-4142-20_F718FBA7.jpg,0007-4142,train
data\public\pillbox\images\007812824.jpg,fluoxetine 40 MG Oral Capsule,Fluoxetine Hydrochloride,fluoxetine 40 MG Oral Capsule,313989,0781-2824,007812824,16,CAPSULE,1,GG540,WHITE,FLUOXETINE HYDROCHLORIDE 40 mg,FLUOXETINE HYDROCHLORIDE[FLUOXETINE],C25158,Sandoz Inc,NLM,007812824.jpg,0781-2824,train
data\public\pillbox\images\002450211.jpg,midodrine hydrochloride 2.5 MG Oral Tablet,Midodrine Hydrochloride,midodrine hydrochloride 2.5 MG Oral Tablet,993466,0245-0211,002450211,7,ROUND,2,US;2;5;211,WHITE,midodrine hydrochloride 2.5 mg,midodrine hydrochloride[midodrine],C42998,"Upsher-Smith laboratories, LLC",NLM,002450211.jpg,0245-0211,train
data\public\pillbox\images\00093585001.jpg,Escitalopram ESCITALOPRAM OXALATE 5 mg,Escitalopram,,,69189-5850,691895850,6,ROUND,1,5850;5,WHITE,ESCITALOPRAM OXALATE 5 mg,ESCITALOPRAM OXALATE[ESCITALOPRAM],C42931,Avera McKennan Hospital,SPL,00093585001.jpg,69189-5850,train
data\public\pillbox\images\009046140.jpg,Doxazosin Mesylate DOXAZOSIN MESYLATE 1 mg,Doxazosin Mesylate,,,0904-6140,009046140,10,OVAL,2,1mg;MLP16,WHITE,DOXAZOSIN MESYLATE 1 mg,DOXAZOSIN MESYLATE[DOXAZOSIN],C42998,Major Pharmaceuticals,NLM,009046140.jpg,0904-6140,train
data\public\pillbox\images\no_product_image.jpg,"docusate sodium 50 MG / sennosides, USP 8.6 MG Oral Capsule",STOOL SOFTENER AND STIMULANT LAXATIVE,"docusate sodium 50 MG / sennosides, USP 8.6 MG Oral Capsule",1791612,70000-0442,700000442,12,CAPSULE,1,584,RED,DOCUSATE SODIUM 50 mg;SENNOSIDES 8.6 mg,DOCUSATE SODIUM[DOCUSATE];SENNOSIDES[SENNOSIDES],C42936,Leader,PKG,no_product_image.jpg,70000-0442,train
data\public\pillbox\images\68382-0196-16_AA1C5542.jpg,pramipexole dihydrochloride 0.125 MG Oral Tablet,Pramipexole Dihydrochloride,pramipexole dihydrochloride 0.125 MG Oral Tablet,859033,68084-793,680840793,7,CAPSULE,1,P1,PINK,PRAMIPEXOLE DIHYDROCHLORIDE 0.125 mg,PRAMIPEXOLE DIHYDROCHLORIDE[PRAMIPEXOLE],C42998,American Health Packaging,SPL,68382-0196-16_AA1C5542.jpg,68084-793,train
data\public\pillbox\images\00115-3922-01_290494C4.jpg,Carbidopa 25 MG / Levodopa 100 MG Extended Release Oral Tablet,Carbidopa and Levodopa,Carbidopa 25 MG / Levodopa 100 MG Extended Release Oral Tablet,308988,0115-3922,001153922,10,OVAL,1,G;392,PURPLE,CARBIDOPA 25 mg;LEVODOPA 100 mg,CARBIDOPA[CARBIDOPA];LEVODOPA[LEVODOPA],C42927,"Global Pharmaceuticals, Division of Impax Laboratories Inc.",NLM,00115-3922-01_290494C4.jpg,0115-3922,train
data\public\pillbox\images\00093171601.jpg,warfarin sodium 4 MG Oral Tablet,Warfarin Sodium,warfarin sodium 4 MG Oral Tablet,855324,63629-8146,636298146,11,OVAL,2,TV;4;1716,BLUE,WARFARIN SODIUM 4 mg,WARFARIN SODIUM[WARFARIN],C42998,Bryant Ranch Prepack,SPL,00093171601.jpg,63629-8146,train
data\public\pillbox\images\004300112.jpg,DORYX DOXYCYCLINE HYCLATE 100 mg,DORYX,,,0430-0112,004300112,17,OVAL,2,D;1,WHITE,DOXYCYCLINE HYCLATE 100 mg,DOXYCYCLINE HYCLATE[DOXYCYCLINE ANHYDROUS],C42905,"Warner Chilcott (US), LLC",NLM,004300112.jpg,0430-0112,train
data\public\pillbox\images\00555905058part3of3.jpg,{21 (desogestrel 0.15 MG / ethinyl estradiol 0.02 MG Oral Tablet) / 5 (ethinyl estradiol 0.01 MG Oral Tablet) / 2 (inert ingredients 1 MG Oral Tablet) } Pack [Kariva 28 Day],Kariva,{21 (desogestrel 0.15 MG / ethinyl estradiol 0.02 MG Oral Tablet) / 5 (ethinyl estradiol 0.01 MG Oral Tablet) / 2 (inert ingredients 1 MG Oral Tablet) } Pack [Kariva 28 Day],762001,0555-9050,005559050,6,ROUND,1,dp;022,BLUE,ETHINYL ESTRADIOL 0.01 mg,ETHINYL ESTRADIOL[ETHINYL ESTRADIOL],C42931,"Teva Pharmaceuticals USA, Inc.",SPL,00555905058part3of3.jpg,0555-9050,train
data\public\pillbox\images\45963-0570-08_C91D64FB.jpg,pantoprazole 40 MG Delayed Release Oral Tablet,Pantoprazole Sodium,pantoprazole 40 MG Delayed Release Oral Tablet,314200,45963-570,459630570,4,OVAL,1,40,YELLOW,PANTOPRAZOLE SODIUM 40 mg,PANTOPRAZOLE SODIUM[PANTOPRAZOLE],C42905,Actavis Inc.,NLM,45963-0570-08_C91D64FB.jpg,45963-570,train
data\public\pillbox\images\003780372.jpg,cimetidine 400 MG Oral Tablet,Cimetidine,cimetidine 400 MG Oral Tablet,197507,0378-0372,003780372,11,PENTAGON (5 SIDED),2,M;372,GREEN,CIMETIDINE 400 mg,CIMETIDINE[CIMETIDINE],C42931,Mylan Pharmaceuticals Inc.,NLM,003780372.jpg,0378-0372,train
data\public\pillbox\images\66582-0313-31_931DC9AE.jpg,ezetimibe 10 MG / simvastatin 40 MG Oral Tablet [Vytorin],VYTORIN,ezetimibe 10 MG / simvastatin 40 MG Oral Tablet [Vytorin],1245441,66582-313,665820313,14,OVAL,1,313,WHITE,ezetimibe 10 mg;simvastatin 40 mg,ezetimibe[ezetimibe];simvastatin[simvastatin],C42998,Merck Sharp & Dohme Corp.,NLM,66582-0313-31_931DC9AE.jpg,66582-313,train
data\public\pillbox\images\545050333.jpg,hydrocortisone 20 MG Oral Tablet,HYDROCORTISONE,hydrocortisone 20 MG Oral Tablet,197783,54505-333,545050333,10,ROUND,2,CP;333,WHITE,HYDROCORTISONE 20 mg,HYDROCORTISONE[HYDROCORTISONE],C42998,Lineage Therapeutics Inc,NLM,545050333.jpg,54505-333,train
data\public\pillbox\images\004063249.jpg,hydromorphone hydrochloride 8 MG Oral Tablet,Hydromorphone Hydrochloride,hydromorphone hydrochloride 8 MG Oral Tablet,897710,0406-3249,004063249,8,TRIANGLE,2,M;8,WHITE,HYDROMORPHONE HYDROCHLORIDE 8 mg,HYDROMORPHONE HYDROCHLORIDE[HYDROMORPHONE],C42998,SpecGx LLC,NLM,004063249.jpg,0406-3249,train
data\public\pillbox\images\61442-0112-01_BF03DFFE.jpg,acyclovir 400 MG Oral Tablet,Acyclovir,acyclovir 400 MG Oral Tablet,197311,61442-112,614420112,15,OVAL,1,CTI;112,WHITE,ACYCLOVIR 400 mg,ACYCLOVIR[ACYCLOVIR],C42998,"Carlsbad Technology, Inc.",NLM,61442-0112-01_BF03DFFE.jpg,61442-112,val
data\public\pillbox\images\00555902542.jpg,{21 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Junel 1/20 21 Day],Junel,{21 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Junel 1/20 21 Day],1358780,0555-9025,005559025,6,ROUND,1,b;977,YELLOW,NORETHINDRONE ACETATE 1 mg;ETHINYL ESTRADIOL 20 ug,NORETHINDRONE ACETATE[NORETHINDRONE];ETHINYL ESTRADIOL[ETHINYL ESTRADIOL],C42998,"Teva Pharmaceuticals USA, Inc.",SPL,00555902542.jpg,0555-9025,train
data\public\pillbox\images\003787155.jpg,budesonide 3 MG Delayed Release Oral Capsule,Budesonide,budesonide 3 MG Delayed Release Oral Capsule,1244214,0378-7155,003787155,18,CAPSULE,1,MYLAN;7155,RED,BUDESONIDE 3 mg,BUDESONIDE[BUDESONIDE],C25158,Mylan Pharmaceuticals Inc.,NLM,003787155.jpg,0378-7155,train
data\public\pillbox\images\00093-4336-01_CA2DE50F.jpg,Terazosin 1 MG Oral Capsule,Terazosin hydrochloride,Terazosin 1 MG Oral Capsule,313215,0093-4336,000934336,16,CAPSULE,1,4336;1;mg,WHITE,TERAZOSIN HYDROCHLORIDE 1 mg,TERAZOSIN HYDROCHLORIDE[TERAZOSIN],C25158,Teva Pharmaceuticals USA Inc,NLM,00093-4336-01_CA2DE50F.jpg,0093-4336,val
data\public\pillbox\images\004300753.jpg,Delzicol MESALAMINE 400 mg,Delzicol,,,0430-0753,004300753,22,CAPSULE,1,WC;400mg,RED,MESALAMINE 400 mg,MESALAMINE[MESALAMINE],C42902,"Allergan, Inc.",NLM,004300753.jpg,0430-0753,val
data\public\pillbox\images\68012-0104-30_EE1DF76F.jpg,omeprazole 40 MG / sodium bicarbonate 1100 MG Oral Capsule [Zegerid Reformulated Aug 2006],ZEGERID,omeprazole 40 MG / sodium bicarbonate 1100 MG Oral Capsule [Zegerid Reformulated Aug 2006],646352,68012-104,680120104,23,CAPSULE,1,40,BLUE;WHITE,OMEPRAZOLE 40 mg;SODIUM BICARBONATE 1100 mg,OMEPRAZOLE[OMEPRAZOLE];SODIUM BICARBONATE[BICARBONATE ION],C25158,"Santarus, Inc..",NLM,68012-0104-30_EE1DF76F.jpg,68012-104,train
data\public\pillbox\images\50111043301.jpg,trazodone hydrochloride 50 MG Oral Tablet,Trazodone Hydrochloride,trazodone hydrochloride 50 MG Oral Tablet,856377,70518-0571,705180571,9,ROUND,2,PLIVA;433,WHITE,TRAZODONE HYDROCHLORIDE 50 mg,TRAZODONE HYDROCHLORIDE[TRAZODONE],C42998,REMEDYREPACK INC.,SPL,50111043301.jpg,70518-0571,train
data\public\pillbox\images\00591-5215-05_NLMIMAGE10_4D4126E9.jpg,Metronidazole METRONIDAZOLE 500 mg,Metronidazole,,,0591-5215,005915215,16,BULLET,1,3970;WPI,WHITE,METRONIDAZOLE 500 mg,METRONIDAZOLE[METRONIDAZOLE],C42998,"Actavis Pharma, Inc.",NLM,00591-5215-05_NLMIMAGE10_4D4126E9.jpg,0591-5215,train
data\public\pillbox\images\604290946.jpg,Bupropion Hydrochloride BUPROPION HYDROCHLORIDE 75 mg,Bupropion Hydrochloride,,,60429-946,604290946,11,ROUND,1,M;433,PINK,BUPROPION HYDROCHLORIDE 75 mg,BUPROPION HYDROCHLORIDE[BUPROPION],C42931,"Golden State Medical Supply, Inc",NLM,604290946.jpg,60429-946,train
data\public\pillbox\images\00074-7804-13_E80DF41F.jpg,potassium chloride 10 MEQ Extended Release Oral Tablet [K-Tab],K-Tab,potassium chloride 10 MEQ Extended Release Oral Tablet [K-Tab],670031,0074-7804,000747804,15,OVAL,1,KTAB;a,YELLOW,POTASSIUM CHLORIDE 750 mg,POTASSIUM CHLORIDE[POTASSIUM CATION],C42930,AbbVie Inc.,NLM,00074-7804-13_E80DF41F.jpg,0074-7804,train
data\public\pillbox\images\764390217.jpg,Magnesium Oxide 400 MG Oral Tablet,Magnesium Oxide,Magnesium Oxide 400 MG Oral Tablet,198741,76439-217,764390217,11,ROUND,2,T,WHITE,MAGNESIUM OXIDE 400 mg,MAGNESIUM OXIDE[MAGNESIUM CATION],C42998,Virtus Pharmaceuticals LLC,NLM,764390217.jpg,76439-217,train
data\public\pillbox\images\00591-2369-01_NLMIMAGE10_713D3889.jpg,Ursodiol URSODIOL 500 mg,Ursodiol,,,0591-2369,005912369,18,OVAL,2,2369,WHITE,URSODIOL 500 mg,URSODIOL[URSODIOL],C42931,"Actavis Pharma, Inc.",NLM,00591-2369-01_NLMIMAGE10_713D3889.jpg,0591-2369,train
data\public\pillbox\images\00093-7620-56_42162121.jpg,letrozole 2.5 MG Oral Tablet,Letrozole,letrozole 2.5 MG Oral Tablet,200064,0093-7620,000937620,6,ROUND,1,TEVA;B1,YELLOW,LETROZOLE 2.5 mg,LETROZOLE[LETROZOLE],C42931,"Teva Pharmaceuticals USA, Inc.",NLM,00093-7620-56_42162121.jpg,0093-7620,train
data\public\pillbox\images\003780087.jpg,maprotiline hydrochloride 50 MG Oral Tablet,Maprotiline Hydrochloride,maprotiline hydrochloride 50 MG Oral Tablet,1298861,0378-0087,003780087,7,ROUND,2,8;7;M,BLUE,MAPROTILINE HYDROCHLORIDE 50 mg,MAPROTILINE HYDROCHLORIDE[MAPROTILINE],C42931,Mylan Pharmaceuticals Inc.,NLM,003780087.jpg,0378-0087,train
data\public\pillbox\images\510790930.jpg,carvedilol 6.25 MG Oral Tablet,Carvedilol,carvedilol 6.25 MG Oral Tablet,200031,51079-930,510790930,6,ROUND,1,M;C32,WHITE,CARVEDILOL 6.25 mg,CARVEDILOL[CARVEDILOL],C42931,Mylan Institutional Inc.,NLM,510790930.jpg,51079-930,train
data\public\pillbox\images\683820762.jpg,clarithromycin 500 MG Oral Tablet,Clarithromycin,clarithromycin 500 MG Oral Tablet,197517,68382-762,683820762,18,OVAL,1,KL,YELLOW,CLARITHROMYCIN 500 mg,CLARITHROMYCIN[CLARITHROMYCIN],C42931,Zydus Pharmaceuticals USA Inc,NLM,683820762.jpg,68382-762,val
data\public\pillbox\images\597625010.jpg,clindamycin 300 MG Oral Capsule,clindamycin hydrochloride,clindamycin 300 MG Oral Capsule,284215,59762-5010,597625010,22,CAPSULE,1,G300;mg;5010,BLUE,CLINDAMYCIN HYDROCHLORIDE 300 mg,CLINDAMYCIN HYDROCHLORIDE[CLINDAMYCIN],C25158,Greenstone LLC,NLM,597625010.jpg,59762-5010,train
data\public\pillbox\images\006035763.jpg,spironolactone 25 MG Oral Tablet,Spironolactone,spironolactone 25 MG Oral Tablet,313096,0603-5763,006035763,8,ROUND,1,5880;V,WHITE,SPIRONOLACTONE 25 mg,SPIRONOLACTONE[SPIRONOLACTONE],C42931,Par Pharmaceutical,NLM,006035763.jpg,0603-5763,train
data\public\pillbox\images\000540010.jpg,flecainide acetate 50 MG Oral Tablet,Flecainide Acetate,flecainide acetate 50 MG Oral Tablet,886662,0054-0010,000540010,6,ROUND,1,54024,WHITE,FLECAINIDE ACETATE 50 mg,FLECAINIDE ACETATE[FLECAINIDE],C42998,West-Ward Pharmaceuticals Corp.,NLM,000540010.jpg,0054-0010,train
data\public\pillbox\images\605050118.jpg,terazosin 10 MG Oral Capsule,Terazosin,terazosin 10 MG Oral Capsule,260376,60505-0118,605050118,14,CAPSULE,1,APO;118,BLUE,TERAZOSIN HYDROCHLORIDE 10 mg,TERAZOSIN HYDROCHLORIDE[Terazosin],C25158,Apotex Corp.,NLM,605050118.jpg,60505-0118,train
data\public\pillbox\images\000034221.jpg,24 HR Metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze],KOMBIGLYZE,24 HR Metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze],1043582,0003-4221,000034221,20,OVAL,1,5;500;4221,BROWN,saxagliptin hydrochloride 5 mg;metformin hydrochloride 500 mg,saxagliptin hydrochloride[saxagliptin anhydrous];metformin hydrochloride[metformin],C42930,"E.R. Squibb & Sons, L.L.C.",NLM,000034221.jpg,0003-4221,val
data\public\pillbox\images\581770369.jpg,metoprolol succinate metoprolol succinate 47.5 mg,metoprolol succinate,,,58177-369,581770369,10,OVAL,2,369,WHITE,metoprolol succinate 47.5 mg,metoprolol succinate[METOPROLOL],C42930,Ethex Corporation,NLM,581770369.jpg,58177-369,val
data\public\pillbox\images\000540097.jpg,oxcarbazepine 150 MG Oral Tablet,Oxcarbazepine,oxcarbazepine 150 MG Oral Tablet,312136,0054-0097,000540097,8,ROUND,2,54;331,ORANGE,OXCARBAZEPINE 150 mg,OXCARBAZEPINE[OXCARBAZEPINE],C42998,West-Ward Pharmaceticals Corp.,NLM,000540097.jpg,0054-0097,train
data\public\pillbox\images\504580301.jpg,risperidone 0.25 MG Oral Tablet [Risperdal],RISPERDAL,risperidone 0.25 MG Oral Tablet [Risperdal],262077,50458-301,504580301,8,OVAL,1,Ris;0;25;JANSSEN,YELLOW,risperidone 0.25 mg,risperidone[risperidone],C42998,"Janssen Pharmaceuticals, Inc.",NLM,504580301.jpg,50458-301,train
data\public\pillbox\images\50844-0411-21_NLMIMAGE10_B635DB4E.jpg,Cough and Cold HBP CHLORPHENIRAMINE MALEATE 4 mg;DEXTROMETHORPHAN HYDROBROMIDE 30 mg,Cough and Cold HBP,,,50844-411,508440411,9,ROUND,1,411,RED,CHLORPHENIRAMINE MALEATE 4 mg;DEXTROMETHORPHAN HYDROBROMIDE 30 mg,CHLORPHENIRAMINE MALEATE[CHLORPHENIRAMINE];DEXTROMETHORPHAN HYDROBROMIDE[DEXTROMETHORPHAN],C42992,"L.N.K. International, Inc.",NLM,50844-0411-21_NLMIMAGE10_B635DB4E.jpg,50844-411,val
data\public\pillbox\images\605052553.jpg,meloxicam 7.5 MG Oral Tablet,Meloxicam,meloxicam 7.5 MG Oral Tablet,311486,60505-2553,605052553,6,ROUND,1,APO;MEL;7;5,YELLOW,MELOXICAM 7.5 mg,MELOXICAM[MELOXICAM],C42998,Apotex Corp.,NLM,605052553.jpg,60505-2553,train
data\public\pillbox\images\633040239.jpg,calcitriol 0.00025 MG Oral Capsule,CALCITRIOL,calcitriol 0.00025 MG Oral Capsule,308867,63304-239,633040239,10,CAPSULE,1,R25,ORANGE,CALCITRIOL 0.25 ug,CALCITRIOL[CALCITRIOL],C25158,"Sun Pharmaceutical Industries, Inc.",NLM,633040239.jpg,63304-239,train
data\public\pillbox\images\009045222.jpg,Baclofen BACLOFEN 20 mg,Baclofen,,,0904-5222,009045222,11,ROUND,2,4097;TV,WHITE,BACLOFEN 20 mg,BACLOFEN[BACLOFEN],C42998,Major Pharmaceuticals,NLM,009045222.jpg,0904-5222,train
data\public\pillbox\images\001850223.jpg,cilostazol 100 MG Oral Tablet,Cilostazol,cilostazol 100 MG Oral Tablet,242461,0185-0223,001850223,9,ROUND,1,E;223,WHITE,CILOSTAZOL 100 mg,CILOSTAZOL[CILOSTAZOL],C42998,"Eon Labs, Inc.",NLM,001850223.jpg,0185-0223,train
data\public\pillbox\images\003785445.jpg,tolterodine tartrate 1 MG Oral Tablet,Tolterodine Tartrate,tolterodine tartrate 1 MG Oral Tablet,855178,0378-5445,003785445,6,ROUND,1,M;TT1,WHITE,TOLTERODINE TARTRATE 1 mg,TOLTERODINE TARTRATE[TOLTERODINE],C42931,Mylan Pharmaceuticals Inc.,NLM,003785445.jpg,0378-5445,train
data\public\pillbox\images\31722-0521-01_8607C35E.jpg,hydralazine hydrochloride 50 MG Oral Tablet,Hydralazine Hydrochloride,hydralazine hydrochloride 50 MG Oral Tablet,905395,31722-521,317220521,8,ROUND,1,H;40,ORANGE,HYDRALAZINE HYDROCHLORIDE 50 mg,HYDRALAZINE HYDROCHLORIDE[HYDRALAZINE],C42998,"Camber Pharmaceuticals, Inc.",NLM,31722-0521-01_8607C35E.jpg,31722-521,train
data\public\pillbox\images\000749189.jpg,fenofibric acid 135 MG Delayed Release Oral Capsule [Trilipix],Trilipix,fenofibric acid 135 MG Delayed Release Oral Capsule [Trilipix],828377,0074-9189,000749189,22,CAPSULE,1,135,YELLOW;BLUE,FENOFIBRIC ACID 135 mg,FENOFIBRIC ACID[FENOFIBRIC ACID],C42902,AbbVie Inc.,NLM,000749189.jpg,0074-9189,val
data\public\pillbox\images\60505-2673-03_NLMIMAGE10_D648EB27.jpg,aripiprazole 5 MG Oral Tablet,Aripiprazole,aripiprazole 5 MG Oral Tablet,402131,60505-2673,605052673,9,RECTANGLE,1,5;A,BLUE,Aripiprazole 5 mg,Aripiprazole[Aripiprazole],C42998,Apotex Corp,NLM,60505-2673-03_NLMIMAGE10_D648EB27.jpg,60505-2673,train
data\public\pillbox\images\605052533.jpg,Cefprozil CEFPROZIL 500 mg,Cefprozil,,,60505-2533,605052533,4,OVAL,1,APO;CPZ;500,WHITE,CEFPROZIL 500 mg,CEFPROZIL[CEFPROZIL ANHYDROUS],C42931,Apotex Corp,NLM,605052533.jpg,60505-2533,train
data\public\pillbox\images\65862-0571-90_NLMIMAGE10_64433209.jpg,valsartan 80 MG Oral Tablet,Valsartan,valsartan 80 MG Oral Tablet,349199,65862-571,658620571,9,ROUND,1,I;8,RED,VALSARTAN 80 mg,VALSARTAN[VALSARTAN],C42931,Aurobindo Pharma Limited,NLM,65862-0571-90_NLMIMAGE10_64433209.jpg,65862-571,train
data\public\pillbox\images\604290209.jpg,lisinopril 20 MG Oral Tablet,Lisinopril,lisinopril 20 MG Oral Tablet,314077,60429-209,604290209,8,ROUND,1,L;25;M,YELLOW,LISINOPRIL 20 mg,LISINOPRIL[LISINOPRIL ANHYDROUS],C42998,Golden State Medical Supply Inc.,NLM,604290209.jpg,60429-209,train
data\public\pillbox\images\55111-0157-30_D70E6BE3.jpg,omeprazole 10 MG Delayed Release Oral Capsule,Omeprazole,omeprazole 10 MG Delayed Release Oral Capsule,199119,55111-157,551110157,14,CAPSULE,1,Omeprazole;10mg;R157,WHITE,Omeprazole 10 mg,Omeprazole[omeprazole],C42902,Dr. Reddy's Laboratories Limited,NLM,55111-0157-30_D70E6BE3.jpg,55111-157,train
data\public\pillbox\images\675440247.jpg,Lipitor ATORVASTATIN CALCIUM 40 mg,Lipitor,,,67544-247,675440247,15,OVAL,1,PD;157;40,WHITE,ATORVASTATIN CALCIUM 40 mg,ATORVASTATIN CALCIUM[ATORVASTATIN],C42931,"Aphena Pharma Solutions - Tennessee, LLC",NLM,675440247.jpg,67544-247,train
data\public\pillbox\images\551110366.jpg,Naproxen 250 MG Oral Tablet,Naproxen Tablets,Naproxen 250 MG Oral Tablet,198013,55111-366,551110366,9,ROUND,2,IP188;250,WHITE,naproxen 250 mg,naproxen[NAPROXEN],C42998,Dr. Reddy's Laboratories Limited,NLM,551110366.jpg,55111-366,train
