0 verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
1 info using npm@10.8.2
2 info using node@v20.19.5
2212 http fetch GET 200 https://registry.npmjs.org/filter-obj/-/filter-obj-1.1.0.tgz 20751ms (cache miss)
2213 http fetch GET 200 https://registry.npmjs.org/fbjs-css-vars/-/fbjs-css-vars-1.0.2.tgz 20728ms (cache miss)
2214 http fetch GET 200 https://registry.npmjs.org/fill-range/-/fill-range-7.1.1.tgz 20755ms (cache miss)
2215 http fetch GET 200 https://registry.npmjs.org/fbemitter/-/fbemitter-3.0.0.tgz 20726ms (cache miss)
2216 http fetch GET 200 https://registry.npmjs.org/metro-runtime/-/metro-runtime-0.80.12.tgz 21463ms (cache miss)
2217 http fetch GET 200 https://registry.npmjs.org/fb-watchman/-/fb-watchman-2.0.2.tgz 20752ms (cache miss)
2218 http fetch GET 200 https://registry.npmjs.org/expo-updates-interface/-/expo-updates-interface-0.15.3.tgz 20739ms (cache miss)
2219 http fetch GET 200 https://registry.npmjs.org/is-core-module/-/is-core-module-2.16.1.tgz 21041ms (cache miss)
2220 http fetch GET 200 https://registry.npmjs.org/expo-json-utils/-/expo-json-utils-0.12.3.tgz 20726ms (cache miss)
2221 http fetch GET 200 https://registry.npmjs.org/expo-keep-awake/-/expo-keep-awake-12.8.2.tgz 20730ms (cache miss)
2222 http fetch GET 200 https://registry.npmjs.org/expo-dev-menu-interface/-/expo-dev-menu-interface-1.7.2.tgz 20711ms (cache miss)
2223 http fetch GET 200 https://registry.npmjs.org/expo-image-loader/-/expo-image-loader-4.6.0.tgz 20724ms (cache miss)
2224 http fetch GET 200 https://registry.npmjs.org/execa/-/execa-1.0.0.tgz 20693ms (cache miss)
2225 http fetch GET 200 https://registry.npmjs.org/jest-snapshot/-/jest-snapshot-29.7.0.tgz 21334ms (cache miss)
2226 http fetch GET 200 https://registry.npmjs.org/fast-levenshtein/-/fast-levenshtein-2.0.6.tgz 20789ms (cache miss)
2227 http fetch GET 200 https://registry.npmjs.org/metro-transform-plugins/-/metro-transform-plugins-0.80.12.tgz 21552ms (cache miss)
2228 http fetch GET 200 https://registry.npmjs.org/path-scurry/-/path-scurry-2.0.2.tgz 21893ms (cache miss)
2229 warn deprecated glob@7.2.3: Old versions of glob are not supported, and contain widely publicized security vulnerabilities, which have been fixed in the current version. Please update. Support for old versions may be purchased (at exorbitant rates) by contacting i@izs.me
2230 http fetch GET 200 https://registry.npmjs.org/jest-diff/-/jest-diff-29.7.0.tgz 21443ms (cache miss)
2231 http fetch GET 200 https://registry.npmjs.org/exit/-/exit-0.1.2.tgz 20873ms (cache miss)
2232 http fetch GET 200 https://registry.npmjs.org/estraverse/-/estraverse-5.3.0.tgz 20870ms (cache miss)
2233 http fetch GET 200 https://registry.npmjs.org/esutils/-/esutils-2.0.3.tgz 20873ms (cache miss)
2234 http fetch GET 200 https://registry.npmjs.org/is-number-object/-/is-number-object-1.1.1.tgz 21389ms (cache miss)
2235 http fetch GET 200 https://registry.npmjs.org/fast-diff/-/fast-diff-1.3.0.tgz 21002ms (cache miss)
2236 http fetch GET 200 https://registry.npmjs.org/etag/-/etag-1.8.1.tgz 20927ms (cache miss)
2237 http fetch GET 200 https://registry.npmjs.org/qrcode-terminal/-/qrcode-terminal-0.11.0.tgz 22243ms (cache miss)
2238 http fetch GET 200 https://registry.npmjs.org/esrecurse/-/esrecurse-4.3.0.tgz 21142ms (cache miss)
2239 http fetch GET 200 https://registry.npmjs.org/metro-config/-/metro-config-0.80.12.tgz 21986ms (cache miss)
2240 http fetch GET 200 https://registry.npmjs.org/react/-/react-18.2.0.tgz 22344ms (cache miss)
2241 http fetch GET 200 https://registry.npmjs.org/readable-stream/-/readable-stream-2.3.8.tgz 22405ms (cache miss)
2242 http fetch GET 200 https://registry.npmjs.org/object.assign/-/object.assign-4.1.7.tgz 22226ms (cache miss)
2243 http fetch GET 200 https://registry.npmjs.org/eslint-plugin-prettier/-/eslint-plugin-prettier-5.5.5.tgz 21232ms (cache miss)
2244 http fetch GET 200 https://registry.npmjs.org/@react-native%2fcodegen 23409ms (cache miss)
2245 silly packumentCache corgi:https://registry.npmjs.org/@react-native%2fcodegen set size:undefined disposed:false
2246 http fetch GET 200 https://registry.npmjs.org/globals/-/globals-16.5.0.tgz 21586ms (cache miss)
2247 http fetch GET 200 https://registry.npmjs.org/get-caller-file/-/get-caller-file-2.0.5.tgz 21346ms (cache miss)
2248 http fetch GET 200 https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-4.0.0.tgz 21394ms (cache miss)
2249 http fetch GET 200 https://registry.npmjs.org/find-yarn-workspace-root/-/find-yarn-workspace-root-2.0.0.tgz 21409ms (cache miss)
2250 http fetch GET 200 https://registry.npmjs.org/eslint-config-universe/-/eslint-config-universe-15.0.3.tgz 21416ms (cache miss)
2251 http fetch GET 200 https://registry.npmjs.org/html-escaper/-/html-escaper-2.0.2.tgz 21725ms (cache miss)
2252 http fetch GET 200 https://registry.npmjs.org/eslint-compat-utils/-/eslint-compat-utils-0.5.1.tgz 21403ms (cache miss)
2253 http fetch GET 200 https://registry.npmjs.org/get-tsconfig/-/get-tsconfig-4.13.7.tgz 21686ms (cache miss)
2254 http fetch GET 200 https://registry.npmjs.org/escape-html/-/escape-html-1.0.3.tgz 21419ms (cache miss)
2255 http fetch GET 200 https://registry.npmjs.org/is-arguments/-/is-arguments-1.2.0.tgz 21863ms (cache miss)
2256 http fetch GET 200 https://registry.npmjs.org/lightningcss/-/lightningcss-1.19.0.tgz 22242ms (cache miss)
2257 http fetch GET 200 https://registry.npmjs.org/eslint-import-resolver-node/-/eslint-import-resolver-node-0.3.10.tgz 21509ms (cache miss)
2258 http fetch GET 200 https://registry.npmjs.org/eslint-config-prettier/-/eslint-config-prettier-9.1.2.tgz 21497ms (cache miss)
2259 http fetch GET 200 https://registry.npmjs.org/psl/-/psl-1.15.0.tgz 22706ms (cache miss)
2260 http fetch GET 200 https://registry.npmjs.org/form-data/-/form-data-4.0.5.tgz 21749ms (cache miss)
2261 http fetch GET 200 https://registry.npmjs.org/jest-worker/-/jest-worker-29.7.0.tgz 22353ms (cache miss)
2262 http fetch GET 200 https://registry.npmjs.org/json-stable-stringify-without-jsonify/-/json-stable-stringify-without-jsonify-1.0.1.tgz 22205ms (cache miss)
2263 http fetch GET 200 https://registry.npmjs.org/jest-circus/-/jest-circus-29.7.0.tgz 22280ms (cache miss)
2264 http fetch GET 200 https://registry.npmjs.org/es-to-primitive/-/es-to-primitive-1.3.0.tgz 21655ms (cache miss)
2265 http fetch GET 200 https://registry.npmjs.org/escalade/-/escalade-3.2.0.tgz 21650ms (cache miss)
2266 http fetch GET 200 https://registry.npmjs.org/es-object-atoms/-/es-object-atoms-1.1.1.tgz 21650ms (cache miss)
2267 http fetch GET 200 https://registry.npmjs.org/plist/-/plist-3.1.0.tgz 22836ms (cache miss)
2268 http fetch GET 200 https://registry.npmjs.org/es-shim-unscopables/-/es-shim-unscopables-1.1.0.tgz 21776ms (cache miss)
2269 http fetch GET 200 https://registry.npmjs.org/es-set-tostringtag/-/es-set-tostringtag-2.1.0.tgz 21774ms (cache miss)
2270 http fetch GET 200 https://registry.npmjs.org/es-errors/-/es-errors-1.3.0.tgz 21764ms (cache miss)
2271 http fetch GET 200 https://registry.npmjs.org/errorhandler/-/errorhandler-1.5.2.tgz 21970ms (cache miss)
2272 http fetch GET 200 https://registry.npmjs.org/es-define-property/-/es-define-property-1.0.1.tgz 21971ms (cache miss)
2273 http fetch GET 200 https://registry.npmjs.org/end-of-stream/-/end-of-stream-1.4.5.tgz 22278ms (cache miss)
2274 http fetch GET 200 https://registry.npmjs.org/env-editor/-/env-editor-0.4.2.tgz 22336ms (cache miss)
2275 http fetch GET 200 https://registry.npmjs.org/error-ex/-/error-ex-1.3.4.tgz 22347ms (cache miss)
2276 http fetch GET 200 https://registry.npmjs.org/human-signals/-/human-signals-2.1.0.tgz 22809ms (cache miss)
2277 http fetch GET 200 https://registry.npmjs.org/emittery/-/emittery-0.13.1.tgz 22407ms (cache miss)
2278 http fetch GET 200 https://registry.npmjs.org/emoji-regex/-/emoji-regex-8.0.0.tgz 22410ms (cache miss)
2279 http fetch GET 200 https://registry.npmjs.org/encodeurl/-/encodeurl-1.0.2.tgz 22413ms (cache miss)
2280 http fetch GET 200 https://registry.npmjs.org/dunder-proto/-/dunder-proto-1.0.1.tgz 22507ms (cache miss)
2281 http fetch GET 200 https://registry.npmjs.org/ee-first/-/ee-first-1.1.1.tgz 22520ms (cache miss)
2282 http fetch GET 200 https://registry.npmjs.org/diff-sequences/-/diff-sequences-29.6.3.tgz 22663ms (cache miss)
2283 http fetch GET 200 https://registry.npmjs.org/dotenv-expand/-/dotenv-expand-11.0.7.tgz 22707ms (cache miss)
2284 http fetch GET 200 https://registry.npmjs.org/json5/-/json5-2.2.3.tgz 23698ms (cache miss)
2285 http fetch GET 200 https://registry.npmjs.org/detect-newline/-/detect-newline-3.1.0.tgz 22859ms (cache miss)
2286 http fetch GET 200 https://registry.npmjs.org/destroy/-/destroy-1.2.0.tgz 22850ms (cache miss)
2287 http fetch GET 200 https://registry.npmjs.org/dir-glob/-/dir-glob-3.0.1.tgz 22849ms (cache miss)
2288 http fetch GET 200 https://registry.npmjs.org/depd/-/depd-2.0.0.tgz 22848ms (cache miss)
2289 http fetch GET 200 https://registry.npmjs.org/eslint-visitor-keys/-/eslint-visitor-keys-5.0.1.tgz 23206ms (cache miss)
2290 http fetch GET 200 https://registry.npmjs.org/domexception/-/domexception-4.0.0.tgz 23052ms (cache miss)
2291 http fetch GET 200 https://registry.npmjs.org/denodeify/-/denodeify-1.2.1.tgz 23026ms (cache miss)
2292 http fetch GET 200 https://registry.npmjs.org/delayed-stream/-/delayed-stream-1.0.0.tgz 23029ms (cache miss)
2293 http fetch GET 200 https://registry.npmjs.org/define-lazy-prop/-/define-lazy-prop-2.0.0.tgz 23026ms (cache miss)
2294 http fetch GET 200 https://registry.npmjs.org/define-properties/-/define-properties-1.2.1.tgz 23066ms (cache miss)
2295 http fetch GET 200 https://registry.npmjs.org/default-gateway/-/default-gateway-4.2.0.tgz 23064ms (cache miss)
2296 http fetch GET 200 https://registry.npmjs.org/defaults/-/defaults-1.0.4.tgz 23105ms (cache miss)
2297 http fetch GET 200 https://registry.npmjs.org/deepmerge/-/deepmerge-4.3.1.tgz 23112ms (cache miss)
2298 http fetch GET 200 https://registry.npmjs.org/escodegen/-/escodegen-2.1.0.tgz 23277ms (cache miss)
2299 http fetch GET 200 https://registry.npmjs.org/del/-/del-6.1.1.tgz 23164ms (cache miss)
2300 http fetch GET 200 https://registry.npmjs.org/dedent/-/dedent-1.7.2.tgz 23155ms (cache miss)
2301 http fetch GET 200 https://registry.npmjs.org/deep-is/-/deep-is-0.1.4.tgz 23160ms (cache miss)
2302 http fetch GET 200 https://registry.npmjs.org/data-view-byte-offset/-/data-view-byte-offset-1.0.1.tgz 23137ms (cache miss)
2303 http fetch GET 200 https://registry.npmjs.org/decamelize/-/decamelize-1.2.0.tgz 23145ms (cache miss)
2304 http fetch GET 200 https://registry.npmjs.org/debug/-/debug-4.4.3.tgz 23151ms (cache miss)
2305 http fetch GET 200 https://registry.npmjs.org/decode-uri-component/-/decode-uri-component-0.2.2.tgz 23156ms (cache miss)
2306 http fetch GET 200 https://registry.npmjs.org/data-view-buffer/-/data-view-buffer-1.0.2.tgz 23148ms (cache miss)
2307 http fetch GET 200 https://registry.npmjs.org/deep-extend/-/deep-extend-0.6.0.tgz 23275ms (cache miss)
2308 http fetch GET 200 https://registry.npmjs.org/jest-config/-/jest-config-29.7.0.tgz 24117ms (cache miss)
2309 http fetch GET 200 https://registry.npmjs.org/crypt/-/crypt-0.0.2.tgz 23207ms (cache miss)
2310 http fetch GET 200 https://registry.npmjs.org/create-jest/-/create-jest-29.7.0.tgz 23188ms (cache miss)
2311 http fetch GET 200 https://registry.npmjs.org/data-view-byte-length/-/data-view-byte-length-1.0.2.tgz 23866ms (cache miss)
2312 http fetch GET 200 https://registry.npmjs.org/envinfo/-/envinfo-7.21.0.tgz 24056ms (cache miss)
2313 http fetch GET 200 https://registry.npmjs.org/cosmiconfig/-/cosmiconfig-5.2.1.tgz 23808ms (cache miss)
2314 http fetch GET 200 https://registry.npmjs.org/core-util-is/-/core-util-is-1.0.3.tgz 23804ms (cache miss)
2315 http fetch GET 200 https://registry.npmjs.org/esprima/-/esprima-4.0.1.tgz 24167ms (cache miss)
2316 http fetch GET 200 https://registry.npmjs.org/data-urls/-/data-urls-3.0.2.tgz 23890ms (cache miss)
2317 http fetch GET 200 https://registry.npmjs.org/dag-map/-/dag-map-1.0.2.tgz 23796ms (cache miss)
2318 http fetch GET 200 https://registry.npmjs.org/compressible/-/compressible-2.0.18.tgz 23779ms (cache miss)
2319 http fetch GET 200 https://registry.npmjs.org/compression/-/compression-1.8.1.tgz 23784ms (cache miss)
2320 http fetch GET 200 https://registry.npmjs.org/cross-spawn/-/cross-spawn-6.0.6.tgz 23771ms (cache miss)
2321 http fetch GET 200 https://registry.npmjs.org/commondir/-/commondir-1.0.1.tgz 23781ms (cache miss)
2322 http fetch GET 200 https://registry.npmjs.org/combined-stream/-/combined-stream-1.0.8.tgz 23754ms (cache miss)
2323 http fetch GET 200 https://registry.npmjs.org/command-exists/-/command-exists-1.2.9.tgz 23735ms (cache miss)
2324 http fetch GET 200 https://registry.npmjs.org/color-string/-/color-string-1.9.1.tgz 23757ms (cache miss)
2325 http fetch GET 200 https://registry.npmjs.org/espree/-/espree-10.4.0.tgz 24216ms (cache miss)
2326 http fetch GET 200 https://registry.npmjs.org/crypto-random-string/-/crypto-random-string-1.0.0.tgz 23883ms (cache miss)
2327 http fetch GET 200 https://registry.npmjs.org/color-name/-/color-name-1.1.4.tgz 23776ms (cache miss)
2328 http fetch GET 200 https://registry.npmjs.org/collect-v8-coverage/-/collect-v8-coverage-1.0.3.tgz 23783ms (cache miss)
2329 http fetch GET 200 https://registry.npmjs.org/convert-source-map/-/convert-source-map-2.0.0.tgz 23939ms (cache miss)
2330 http fetch GET 200 https://registry.npmjs.org/colorette/-/colorette-1.4.0.tgz 23908ms (cache miss)
2331 http fetch GET 200 https://registry.npmjs.org/error-stack-parser/-/error-stack-parser-2.1.4.tgz 24242ms (cache miss)
2332 http fetch GET 200 https://registry.npmjs.org/clone-deep/-/clone-deep-4.0.1.tgz 23864ms (cache miss)
2333 http fetch GET 200 https://registry.npmjs.org/color-convert/-/color-convert-2.0.1.tgz 23872ms (cache miss)
2334 http fetch GET 200 https://registry.npmjs.org/cliui/-/cliui-8.0.1.tgz 23858ms (cache miss)
2335 http fetch GET 200 https://registry.npmjs.org/color/-/color-4.2.3.tgz 23879ms (cache miss)
2336 http fetch GET 200 https://registry.npmjs.org/detect-libc/-/detect-libc-1.0.3.tgz 24228ms (cache miss)
2337 http fetch GET 200 https://registry.npmjs.org/event-target-shim/-/event-target-shim-5.0.1.tgz 24426ms (cache miss)
2338 http fetch GET 200 https://registry.npmjs.org/clone/-/clone-2.1.2.tgz 23973ms (cache miss)
2339 http fetch GET 200 https://registry.npmjs.org/cli-cursor/-/cli-cursor-2.1.0.tgz 23945ms (cache miss)
2340 http fetch GET 200 https://registry.npmjs.org/clean-stack/-/clean-stack-2.2.0.tgz 23951ms (cache miss)
2341 http fetch GET 200 https://registry.npmjs.org/eslint-utils/-/eslint-utils-2.1.0.tgz 24501ms (cache miss)
2342 http fetch GET 200 https://registry.npmjs.org/xcode 27352ms (cache miss)
2343 silly packumentCache corgi:https://registry.npmjs.org/xcode set size:undefined disposed:false
2344 http fetch GET 200 https://registry.npmjs.org/cli-spinners/-/cli-spinners-2.9.2.tgz 24077ms (cache miss)
2345 http fetch GET 200 https://registry.npmjs.org/chownr/-/chownr-2.0.0.tgz 24046ms (cache miss)
2346 http fetch GET 200 https://registry.npmjs.org/charenc/-/charenc-0.0.2.tgz 24038ms (cache miss)
2347 http fetch GET 200 https://registry.npmjs.org/flow-parser/-/flow-parser-0.206.0.tgz 24792ms (cache miss)
2348 http fetch GET 200 https://registry.npmjs.org/ci-info/-/ci-info-3.9.0.tgz 24119ms (cache miss)
2349 http fetch GET 200 https://registry.npmjs.org/camelcase/-/camelcase-5.3.1.tgz 24096ms (cache miss)
2350 http fetch GET 200 https://registry.npmjs.org/caller-path/-/caller-path-2.0.0.tgz 24095ms (cache miss)
2351 http fetch GET 200 https://registry.npmjs.org/eslint-plugin-react-hooks/-/eslint-plugin-react-hooks-5.2.0.tgz 24644ms (cache miss)
2352 http fetch GET 200 https://registry.npmjs.org/chalk/-/chalk-4.1.2.tgz 24140ms (cache miss)
2353 http fetch GET 200 https://registry.npmjs.org/call-bound/-/call-bound-1.0.4.tgz 24102ms (cache miss)
2354 http fetch GET 200 https://registry.npmjs.org/call-bind-apply-helpers/-/call-bind-apply-helpers-1.0.2.tgz 24094ms (cache miss)
2355 http fetch GET 200 https://registry.npmjs.org/caller-callsite/-/caller-callsite-2.0.0.tgz 24118ms (cache miss)
2356 http fetch GET 200 https://registry.npmjs.org/callsites/-/callsites-3.1.0.tgz 24154ms (cache miss)
2357 http fetch GET 200 https://registry.npmjs.org/call-bind/-/call-bind-1.0.8.tgz 24100ms (cache miss)
2358 http fetch GET 200 https://registry.npmjs.org/buffer-fill/-/buffer-fill-1.0.0.tgz 24095ms (cache miss)
2359 http fetch GET 200 https://registry.npmjs.org/buffer-from/-/buffer-from-1.1.2.tgz 24098ms (cache miss)
2360 http fetch GET 200 https://registry.npmjs.org/builtins/-/builtins-1.0.3.tgz 24093ms (cache miss)
2361 http fetch GET 200 https://registry.npmjs.org/fetch-retry/-/fetch-retry-4.1.1.tgz 24837ms (cache miss)
2362 http fetch GET 200 https://registry.npmjs.org/expect/-/expect-29.7.0.tgz 24730ms (cache miss)
2363 http fetch GET 200 https://registry.npmjs.org/buffer-alloc/-/buffer-alloc-1.2.0.tgz 24083ms (cache miss)
2364 http fetch GET 200 https://registry.npmjs.org/jest-haste-map/-/jest-haste-map-29.7.0.tgz 25320ms (cache miss)
2365 http fetch GET 200 https://registry.npmjs.org/bs-logger/-/bs-logger-0.2.6.tgz 24082ms (cache miss)
2366 http fetch GET 200 https://registry.npmjs.org/buffer-alloc-unsafe/-/buffer-alloc-unsafe-1.1.0.tgz 24072ms (cache miss)
2367 http fetch GET 200 https://registry.npmjs.org/bser/-/bser-2.1.1.tgz 24077ms (cache miss)
2368 http fetch GET 200 https://registry.npmjs.org/char-regex/-/char-regex-1.0.2.tgz 24196ms (cache miss)
2369 http fetch GET 200 https://registry.npmjs.org/bytes/-/bytes-3.1.2.tgz 24146ms (cache miss)
2370 http fetch GET 200 https://registry.npmjs.org/braces/-/braces-3.0.3.tgz 24078ms (cache miss)
2371 http fetch GET 200 https://registry.npmjs.org/brace-expansion/-/brace-expansion-1.1.13.tgz 24069ms (cache miss)
2372 http fetch GET 200 https://registry.npmjs.org/bplist-parser/-/bplist-parser-0.3.2.tgz 24065ms (cache miss)
2373 http fetch GET 200 https://registry.npmjs.org/blueimp-md5/-/blueimp-md5-2.19.0.tgz 24056ms (cache miss)
2374 http fetch GET 200 https://registry.npmjs.org/concat-map/-/concat-map-0.0.1.tgz 24067ms (cache miss)
2375 http fetch GET 200 https://registry.npmjs.org/binary-extensions/-/binary-extensions-2.3.0.tgz 24071ms (cache miss)
2376 http fetch GET 200 https://registry.npmjs.org/balanced-match/-/balanced-match-1.0.2.tgz 24065ms (cache miss)
2377 http fetch GET 200 https://registry.npmjs.org/base64-js/-/base64-js-1.5.1.tgz 24068ms (cache miss)
2378 http fetch GET 200 https://registry.npmjs.org/babel-preset-fbjs/-/babel-preset-fbjs-3.4.0.tgz 24101ms (cache miss)
2379 http fetch GET 200 https://registry.npmjs.org/babel-preset-jest/-/babel-preset-jest-29.6.3.tgz 24119ms (cache miss)
2380 http fetch GET 200 https://registry.npmjs.org/babel-preset-current-node-syntax/-/babel-preset-current-node-syntax-1.2.0.tgz 24099ms (cache miss)
2381 http fetch GET 200 https://registry.npmjs.org/babel-plugin-transform-flow-enums/-/babel-plugin-transform-flow-enums-0.0.2.tgz 24096ms (cache miss)
2382 http fetch GET 200 https://registry.npmjs.org/stacktrace-js/-/stacktrace-js-2.0.2.tgz 26304ms (cache miss)
2383 http fetch GET 200 https://registry.npmjs.org/bl/-/bl-4.1.0.tgz 24180ms (cache miss)
2384 http fetch GET 200 https://registry.npmjs.org/badgin/-/badgin-1.2.3.tgz 24190ms (cache miss)
2385 http fetch GET 200 https://registry.npmjs.org/babel-plugin-syntax-trailing-function-commas/-/babel-plugin-syntax-trailing-function-commas-7.0.0-beta.0.tgz 24131ms (cache miss)
2386 http fetch GET 200 https://registry.npmjs.org/co/-/co-4.6.0.tgz 24178ms (cache miss)
2387 http fetch GET 200 https://registry.npmjs.org/babel-plugin-syntax-hermes-parser/-/babel-plugin-syntax-hermes-parser-0.33.3.tgz 24126ms (cache miss)
2388 http fetch GET 200 https://registry.npmjs.org/babel-plugin-jest-hoist/-/babel-plugin-jest-hoist-29.6.3.tgz 24174ms (cache miss)
2389 http fetch GET 200 https://registry.npmjs.org/babel-plugin-istanbul/-/babel-plugin-istanbul-6.1.1.tgz 24172ms (cache miss)
2390 http fetch GET 200 https://registry.npmjs.org/connect/-/connect-3.7.0.tgz 24630ms (cache miss)
2391 http fetch GET 200 https://registry.npmjs.org/babel-plugin-dynamic-import-node/-/babel-plugin-dynamic-import-node-2.3.3.tgz 24183ms (cache miss)
2392 http fetch GET 200 https://registry.npmjs.org/babel-preset-expo/-/babel-preset-expo-10.0.2.tgz 24291ms (cache miss)
2393 http fetch GET 200 https://registry.npmjs.org/at-least-node/-/at-least-node-1.0.0.tgz 24140ms (cache miss)
2394 http fetch GET 200 https://registry.npmjs.org/async-limiter/-/async-limiter-1.0.1.tgz 24127ms (cache miss)
2395 http fetch GET 200 https://registry.npmjs.org/babel-jest/-/babel-jest-29.7.0.tgz 24155ms (cache miss)
2396 http fetch GET 200 https://registry.npmjs.org/async-function/-/async-function-1.0.0.tgz 24133ms (cache miss)
2397 http fetch GET 200 https://registry.npmjs.org/available-typed-arrays/-/available-typed-arrays-1.0.7.tgz 24141ms (cache miss)
2398 http fetch GET 200 https://registry.npmjs.org/babel-core/-/babel-core-7.0.0-bridge.0.tgz 24150ms (cache miss)
2399 http fetch GET 200 https://registry.npmjs.org/astral-regex/-/astral-regex-1.0.0.tgz 24107ms (cache miss)
2400 http fetch GET 200 https://registry.npmjs.org/array.prototype.tosorted/-/array.prototype.tosorted-1.1.4.tgz 24088ms (cache miss)
2401 http fetch GET 200 https://registry.npmjs.org/arraybuffer.prototype.slice/-/arraybuffer.prototype.slice-1.0.4.tgz 24099ms (cache miss)
2402 http fetch GET 200 https://registry.npmjs.org/array.prototype.flatmap/-/array.prototype.flatmap-1.3.3.tgz 24092ms (cache miss)
2403 http fetch GET 200 https://registry.npmjs.org/arg/-/arg-5.0.2.tgz 23958ms (cache miss)
2404 http fetch GET 200 https://registry.npmjs.org/array.prototype.flat/-/array.prototype.flat-1.3.3.tgz 24086ms (cache miss)
2405 http fetch GET 200 https://registry.npmjs.org/array-includes/-/array-includes-3.1.9.tgz 24073ms (cache miss)
2406 http fetch GET 200 https://registry.npmjs.org/any-promise/-/any-promise-1.3.0.tgz 23949ms (cache miss)
2407 http fetch GET 200 https://registry.npmjs.org/ansi-fragments/-/ansi-fragments-0.2.1.tgz 23938ms (cache miss)
2408 http fetch GET 200 https://registry.npmjs.org/appdirsjs/-/appdirsjs-1.2.7.tgz 23941ms (cache miss)
2409 http fetch GET 200 https://registry.npmjs.org/anymatch/-/anymatch-3.1.3.tgz 23946ms (cache miss)
2410 http fetch GET 200 https://registry.npmjs.org/ansi-regex/-/ansi-regex-5.0.1.tgz 23942ms (cache miss)
2411 http fetch GET 200 https://registry.npmjs.org/array-buffer-byte-length/-/array-buffer-byte-length-1.0.2.tgz 24016ms (cache miss)
2412 http fetch GET 200 https://registry.npmjs.org/babel-plugin-polyfill-regenerator/-/babel-plugin-polyfill-regenerator-0.6.8.tgz 24330ms (cache miss)
2413 http fetch GET 200 https://registry.npmjs.org/anser/-/anser-1.4.10.tgz 24035ms (cache miss)
2414 http fetch GET 200 https://registry.npmjs.org/array-union/-/array-union-2.1.0.tgz 24255ms (cache miss)
2415 http fetch GET 200 https://registry.npmjs.org/doctrine/-/doctrine-2.1.0.tgz 25124ms (cache miss)
2416 http fetch GET 200 https://registry.npmjs.org/aggregate-error/-/aggregate-error-3.1.0.tgz 24200ms (cache miss)
2417 http fetch GET 200 https://registry.npmjs.org/ansi-escapes/-/ansi-escapes-4.3.2.tgz 24206ms (cache miss)
2418 http fetch GET 200 https://registry.npmjs.org/acorn-globals/-/acorn-globals-7.0.1.tgz 24206ms (cache miss)
2419 http fetch GET 200 https://registry.npmjs.org/acorn-jsx/-/acorn-jsx-5.3.2.tgz 24208ms (cache miss)
2420 http fetch GET 200 https://registry.npmjs.org/agent-base/-/agent-base-6.0.2.tgz 24212ms (cache miss)
2421 http fetch GET 200 https://registry.npmjs.org/array.prototype.findlast/-/array.prototype.findlast-1.2.5.tgz 24392ms (cache miss)
2422 http fetch GET 200 https://registry.npmjs.org/ansi-styles/-/ansi-styles-4.3.0.tgz 24263ms (cache miss)
2423 http fetch GET 200 https://registry.npmjs.org/accepts/-/accepts-1.3.8.tgz 24266ms (cache miss)
2424 http fetch GET 200 https://registry.npmjs.org/abab/-/abab-2.0.6.tgz 24258ms (cache miss)
2425 http fetch GET 200 https://registry.npmjs.org/function.prototype.name/-/function.prototype.name-1.1.8.tgz 25624ms (cache miss)
2426 http fetch GET 200 https://registry.npmjs.org/buffer/-/buffer-5.7.1.tgz 24818ms (cache miss)
2427 http fetch GET 200 https://registry.npmjs.org/dotenv/-/dotenv-16.4.7.tgz 25360ms (cache miss)
2428 http fetch GET 200 https://registry.npmjs.org/decimal.js/-/decimal.js-10.6.0.tgz 25307ms (cache miss)
2429 http fetch GET 200 https://registry.npmjs.org/cjs-module-lexer/-/cjs-module-lexer-1.4.3.tgz 25050ms (cache miss)
2430 warn deprecated domexception@4.0.0: Use your platform's native DOMException instead
2431 http fetch GET 200 https://registry.npmjs.org/eslint-scope/-/eslint-scope-8.4.0.tgz 25573ms (cache miss)
2432 http fetch GET 200 https://registry.npmjs.org/object-inspect/-/object-inspect-1.13.4.tgz 26578ms (cache miss)
2433 http fetch GET 200 https://registry.npmjs.org/commander/-/commander-7.2.0.tgz 25240ms (cache miss)
2434 http fetch GET 200 https://registry.npmjs.org/pngjs/-/pngjs-3.4.0.tgz 26751ms (cache miss)
2435 http fetch GET 200 https://registry.npmjs.org/define-data-property/-/define-data-property-1.1.4.tgz 25475ms (cache miss)
2436 http fetch GET 200 https://registry.npmjs.org/component-type/-/component-type-1.2.2.tgz 25285ms (cache miss)
2437 http fetch GET 200 https://registry.npmjs.org/chokidar/-/chokidar-3.6.0.tgz 25171ms (cache miss)
2438 http fetch GET 200 https://registry.npmjs.org/asap/-/asap-2.0.6.tgz 24893ms (cache miss)
2439 http fetch GET 200 https://registry.npmjs.org/node-exports-info/-/node-exports-info-1.6.0.tgz 26723ms (cache miss)
2440 http fetch GET 200 https://registry.npmjs.org/@types/yargs-parser/-/yargs-parser-21.0.3.tgz 24699ms (cache miss)
2441 http fetch GET 200 https://registry.npmjs.org/@types/stack-utils/-/stack-utils-2.0.3.tgz 24695ms (cache miss)
2442 http fetch GET 200 https://registry.npmjs.org/readline/-/readline-1.3.0.tgz 27278ms (cache miss)
2443 http fetch GET 200 https://registry.npmjs.org/graphql-tag/-/graphql-tag-2.12.6.tgz 26323ms (cache miss)
